"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
9.479062290E1	-4.841107130E-1	-8.292495459E-2	-4.550946131E-2
9.480062290E1	-5.108360648E-1	-8.643743396E-2	-5.253441259E-2
9.481062290E1	-5.352706909E-1	-9.239336848E-2	-5.971207842E-2
9.482062290E1	-5.560401082E-1	-9.361509979E-2	-6.673702598E-2
9.483062290E1	-5.755877495E-1	-9.834930301E-2	-7.269296050E-2
9.484062290E1	-5.986479521E-1	-1.006400511E-1	-7.987063378E-2
9.485062290E1	-6.181956530E-1	-1.043052375E-1	-8.689557761E-2
9.486062290E1	-6.389650702E-1	-1.090394482E-1	-9.285151958E-2
9.487062290E1	-6.560692787E-1	-1.102611795E-1	-1.000291854E-1
9.488062290E1	-6.719517708E-1	-1.137736514E-1	-1.059851199E-1
9.489062290E1	-6.841690540E-1	-1.211040318E-1	-1.107193232E-1
9.490062290E1	-7.012733221E-1	-1.197295859E-1	-1.178969890E-1
9.491062290E1	-7.133378983E-1	-1.209513173E-1	-1.238529310E-1
9.492062290E1	-7.218900323E-1	-1.244637966E-1	-1.275181174E-1
9.493062290E1	-7.267768979E-1	-1.269072592E-1	-1.299615800E-1
9.494062290E1	-7.354817390E-1	-1.330159009E-1	-1.359175146E-1
9.495062290E1	-7.391469479E-1	-1.281289905E-1	-1.395827085E-1
9.496062290E1	-7.415903807E-1	-1.342376322E-1	-1.444696337E-1
9.497062290E1	-7.415903807E-1	-1.342376322E-1	-1.469130963E-1
9.498062290E1	-7.391469479E-1	-1.379028261E-1	-1.469130963E-1
9.499062290E1	-7.391469479E-1	-1.426370293E-1	-1.493565589E-1
9.500062290E1	-7.319692969E-1	-1.391245574E-1	-1.481348276E-1
9.501062290E1	-7.307475209E-1	-1.391245574E-1	-1.518000066E-1
9.502062290E1	-7.185302377E-1	-1.354593635E-1	-1.495092660E-1
9.503062290E1	-7.099781036E-1	-1.391245574E-1	-1.495092660E-1
9.504062290E1	-6.966918111E-1	-1.392772794E-1	-1.472185254E-1
9.505062290E1	-6.881396770E-1	-1.368338168E-1	-1.461495161E-1
9.506062290E1	-6.722571850E-1	-1.368338168E-1	-1.450804919E-1
9.507062290E1	-6.588181853E-1	-1.333213449E-1	-1.403462887E-1
9.508062290E1	-6.418666840E-1	-1.320996135E-1	-1.368338168E-1
9.509062290E1	-6.247624159E-1	-1.249219403E-1	-1.320996135E-1
9.510062290E1	-6.027712822E-1	-1.250746548E-1	-1.285871267E-1
9.511062290E1	-5.821545720E-1	-1.226311997E-1	-1.238529310E-1
9.512062290E1	-5.589417219E-1	-1.191187203E-1	-1.180497110E-1
9.513062290E1	-5.393940210E-1	-1.168279797E-1	-1.133155003E-1
9.514062290E1	-5.163338780E-1	-1.180497110E-1	-1.075122803E-1
9.515062290E1	-4.906775057E-1	-1.072068512E-1	-1.027780771E-1
9.516062290E1	-4.589125216E-1	-9.880745411E-2	-9.208793938E-2
9.517062290E1	-4.273002446E-1	-9.773843735E-2	-8.506298810E-2
9.518062290E1	-3.979786932E-1	-9.056077152E-2	-7.803803682E-2
9.519062290E1	-3.772092760E-1	-8.338310570E-2	-7.086037099E-2
9.520062290E1	-3.492622077E-1	-8.109235764E-2	-6.261368841E-2
9.521062290E1	-3.187189400E-1	-7.513642311E-2	-5.558873713E-2
9.522062290E1	-2.846632004E-1	-6.795875728E-2	-4.734205827E-2
9.523062290E1	-2.504547536E-1	-5.589416996E-2	-3.909537569E-2
9.524062290E1	-2.127338201E-1	-4.505131021E-2	-3.100141138E-2
9.525062290E1	-1.809688359E-1	-4.153883830E-2	-2.275473066E-2
9.526062290E1	-1.553124934E-1	-3.680463135E-2	-1.557706390E-2
9.527062290E1	-1.237002090E-1	-2.718350291E-2	-7.330383174E-3
9.528062290E1	-8.949175477E-2	-2.000583708E-2	9.162978968E-4
9.529062290E1	-5.299255997E-2	-1.175915636E-2	7.788531948E-3
9.530062290E1	-1.634064503E-2	3.054326226E-4	1.603521220E-2
9.531062290E1	2.138028294E-2	7.483099122E-3	2.428189293E-2
9.532062290E1	4.948008433E-2	1.343903504E-2	3.008511290E-2
9.533062290E1	7.864890248E-2	2.061670274E-2	3.711006418E-2
9.534062290E1	1.116356254E-1	3.145955876E-2	4.413501546E-2
9.535062290E1	1.456913650E-1	3.619376570E-2	5.115996301E-2
9.536062290E1	1.847867370E-1	4.566217586E-2	5.818491429E-2
9.537062290E1	2.188424766E-1	5.406157300E-2	6.520986557E-2
9.538062290E1	2.457205504E-1	6.001751125E-2	6.979135424E-2
9.539062290E1	2.736676335E-1	6.368270516E-2	7.559457421E-2
9.540062290E1	3.054326177E-1	7.437284291E-2	8.017606288E-2
9.541062290E1	3.382666409E-1	7.910704613E-2	8.597928286E-2
9.542062290E1	3.735440969E-1	8.506298810E-2	9.056077152E-2
9.543062290E1	4.065308273E-1	9.346238524E-2	9.636399150E-2
9.544062290E1	4.247040749E-1	9.957103431E-2	9.987647086E-2
9.545062290E1	4.515821338E-1	9.941831976E-2	1.044579595E-1
9.546062290E1	4.795292318E-1	1.053742543E-1	1.090394482E-1
9.547062290E1	5.076290369E-1	1.113301888E-1	1.113301888E-1
9.548062290E1	5.380195379E-1	1.160643995E-1	1.146899462E-1
9.549062290E1	5.635231733E-1	1.159116775E-1	1.168279797E-1
9.550062290E1	5.794056654E-1	1.159116775E-1	1.178969890E-1
9.551062290E1	6.001750827E-1	1.230893433E-1	1.214094684E-1
9.552062290E1	6.159048676E-1	1.230893433E-1	1.224784851E-1
9.553062290E1	6.391177773E-1	1.266018152E-1	1.233947799E-1
9.554062290E1	6.597344875E-1	1.301143020E-1	1.232420653E-1
9.555062290E1	6.768386960E-1	1.337794960E-1	1.243110746E-1
9.556062290E1	6.864598393E-1	1.301143020E-1	1.243110746E-1
9.557062290E1	6.974554062E-1	1.311833113E-1	1.229366288E-1
9.558062290E1	7.023423314E-1	1.324050426E-1	1.204931661E-1
9.559062290E1	7.156286240E-1	1.299615800E-1	1.203404516E-1
9.560062290E1	7.266241908E-1	1.322523206E-1	1.189660057E-1
9.561062290E1	7.362453341E-1	1.346957833E-1	1.177442744E-1
9.562062290E1	7.386888266E-1	1.322523206E-1	1.139263660E-1
9.563062290E1	7.374670506E-1	1.298088580E-1	1.116356254E-1
9.564062290E1	7.374670506E-1	1.298088580E-1	1.079704314E-1
9.565062290E1	7.374670506E-1	1.273654103E-1	1.030835137E-1
9.566062290E1	7.385360599E-1	1.310305893E-1	1.006400511E-1
9.567062290E1	7.397578359E-1	1.285871267E-1	9.682214260E-2
9.568062290E1	7.336491346E-1	1.261436790E-1	9.575312585E-2
9.569062290E1	7.226535678E-1	1.226311997E-1	8.979719132E-2
9.570062290E1	7.104362845E-1	1.177442744E-1	8.613199741E-2
9.571062290E1	6.994407177E-1	1.154535338E-1	8.384125680E-2
9.572062290E1	6.861543655E-1	1.215621829E-1	7.788532227E-2
9.573062290E1	6.690501571E-1	1.227839142E-1	7.192938030E-2
9.574062290E1	6.592763066E-1	1.143845171E-1	6.841690838E-2
9.575062290E1	6.385068893E-1	1.059851199E-1	6.734789163E-2
9.576062290E1	6.154467463E-1	1.059851199E-1	6.261368841E-2
9.577062290E1	5.897904038E-1	1.024726480E-1	5.925392732E-2
9.578062290E1	5.728389025E-1	9.896016866E-2	5.696318299E-2
9.579062290E1	5.520694852E-1	9.040805697E-2	5.100724846E-2
9.580062290E1	5.313000679E-1	9.544769675E-2	4.886921868E-2
9.581062290E1	5.094616413E-1	9.544769675E-2	4.535674304E-2
9.582062290E1	4.789183438E-1	7.742717117E-2	4.444044828E-2
9.583062290E1	4.509712756E-1	7.391469181E-2	4.214970022E-2
9.584062290E1	4.169155359E-1	7.635815442E-2	4.016438872E-2
9.585062290E1	3.889684379E-1	6.673702598E-2	3.665191308E-2
9.586062290E1	3.669773042E-1	5.955936015E-2	3.451388702E-2
9.587062290E1	3.402519524E-1	6.215553731E-2	3.344487399E-2
9.588062290E1	3.098613918E-1	5.864306539E-2	3.130684420E-2
9.589062290E1	2.780964077E-1	4.657847434E-2	2.916881628E-2
9.590062290E1	2.452623993E-1	4.428773001E-2	2.580905706E-2
9.591062290E1	2.063197345E-1	3.833179548E-2	2.626720630E-2
9.592062290E1	1.808161139E-1	3.237585723E-2	2.519819140E-2
9.593062290E1	1.455386430E-1	2.397646010E-2	2.306016348E-2
9.594062290E1	1.149953827E-1	2.290744707E-2	2.214386500E-2
9.595062290E1	8.338310570E-2	1.572977938E-2	2.122756653E-2
9.596062290E1	4.810563847E-2	8.552113548E-3	1.786780916E-2
9.597062290E1	1.160643995E-2	5.039638374E-3	1.572977938E-2
9.598062290E1	-1.511891466E-2	-9.162978968E-4	1.481348183E-2
9.599062290E1	-5.161811411E-2	-8.093964309E-3	1.389718428E-2
9.600062290E1	-8.704829961E-2	-1.771509275E-2	1.191187184E-2
9.601062290E1	-1.223257631E-1	-2.122756653E-2	8.552113548E-3
9.602062290E1	-1.551597714E-1	-2.718350291E-2	5.192354787E-3
9.603062290E1	-1.867720485E-1	-3.298672289E-2	1.832595794E-3
9.604062290E1	-2.124283910E-1	-3.787364438E-2	-4.581489484E-4
9.605062290E1	-2.452623993E-1	-3.894266114E-2	-3.817907767E-3
9.606062290E1	-2.805398703E-1	-4.612032697E-2	-9.621127509E-3
9.607062290E1	-3.135266006E-1	-5.558873713E-2	-1.298088674E-2
9.608062290E1	-3.426954150E-1	-5.925392732E-2	-1.634064503E-2
9.609062290E1	-3.695734739E-1	-6.398813426E-2	-2.336559631E-2
9.610062290E1	-3.926336467E-1	-6.750060618E-2	-2.809980139E-2
9.611062290E1	-4.207334518E-1	-7.345654815E-2	-3.512475267E-2
9.612062290E1	-4.499022663E-1	-7.574728876E-2	-3.970624134E-2
9.613062290E1	-4.792237878E-1	-8.414668590E-2	-4.550946131E-2
9.614062290E1	-5.035057068E-1	-8.414668590E-2	-5.146539584E-2
9.615062290E1	-5.279402733E-1	-8.765916526E-2	-5.849034712E-2
9.616062290E1	-5.450445414E-1	-9.361509979E-2	-6.566801667E-2
9.617062290E1	-5.670356750E-1	-9.590584040E-2	-7.284568250E-2
9.618062290E1	-5.890268087E-1	-9.957103431E-2	-7.987063378E-2
9.619062290E1	-6.108652353E-1	-1.043052375E-1	-8.582656831E-2
9.620062290E1	-6.291912198E-1	-1.078177169E-1	-9.178250283E-2
9.621062290E1	-6.450737119E-1	-1.127046347E-1	-9.896016866E-2
9.622062290E1	-6.585127115E-1	-1.102611795E-1	-1.036943719E-1
9.623062290E1	-6.743952036E-1	-1.162171140E-1	-1.108720452E-1
9.624062290E1	-6.902777553E-1	-1.197295859E-1	-1.168279797E-1
9.625062290E1	-7.037167549E-1	-1.197295859E-1	-1.227839142E-1
9.626062290E1	-7.110471725E-1	-1.221730486E-1	-1.264491081E-1
9.627062290E1	-7.183775306E-1	-1.305724531E-1	-1.311833113E-1
9.628062290E1	-7.208209634E-1	-1.305724531E-1	-1.336267740E-1
9.629062290E1	-7.269296646E-1	-1.256855279E-1	-1.371392459E-1
9.630062290E1	-7.293730974E-1	-1.330159009E-1	-1.395827085E-1
9.631062290E1	-7.281513810E-1	-1.354593635E-1	-1.444696337E-1
9.632062290E1	-7.281513810E-1	-1.354593635E-1	-1.456913650E-1
9.633062290E1	-7.234171629E-1	-1.342376322E-1	-1.470658034E-1
9.634062290E1	-7.221954465E-1	-1.391245574E-1	-1.470658034E-1
9.635062290E1	-7.148650289E-1	-1.354593635E-1	-1.482875347E-1
9.636062290E1	-7.050912380E-1	-1.319468915E-1	-1.472185254E-1
9.637062290E1	-6.966918111E-1	-1.368338168E-1	-1.472185254E-1
9.638062290E1	-6.881396770E-1	-1.392772794E-1	-1.461495161E-1
9.639062290E1	-6.747006774E-1	-1.308778822E-1	-1.426370293E-1
9.640062290E1	-6.624833345E-1	-1.320996135E-1	-1.401935667E-1
9.641062290E1	-6.466008425E-1	-1.320996135E-1	-1.379028261E-1
9.642062290E1	-6.308710575E-1	-1.310305893E-1	-1.343903542E-1
9.643062290E1	-6.125451326E-1	-1.237002090E-1	-1.296561509E-1
9.644062290E1	-5.942191482E-1	-1.226311997E-1	-1.262963861E-1
9.645062290E1	-5.736024380E-1	-1.227839142E-1	-1.227839142E-1
9.645062290E1	-5.736024380E-1	-1.227839142E-1	-1.227839142E-1
9.646062290E1	-5.528330207E-1	-1.178969890E-1	-1.168279797E-1
9.648062290E1	-5.028948188E-1	-1.169806942E-1	-1.038470939E-1
9.649062290E1	-4.809036553E-1	-1.096503139E-1	-9.682214260E-2
9.650062290E1	-4.540255964E-1	-9.529497474E-2	-9.086620808E-2
9.651062290E1	-4.187481403E-1	-9.300423414E-2	-8.277224004E-2
9.652062290E1	-3.882048726E-1	-9.300423414E-2	-7.452555746E-2
9.653062290E1	-3.663664162E-1	-8.338310570E-2	-6.979135424E-2
9.654062290E1	-3.394883573E-1	-7.131851465E-2	-6.154467165E-2
9.655062290E1	-3.101668358E-1	-7.513642311E-2	-5.314527452E-2
9.656062290E1	-2.785545588E-1	-7.040221989E-2	-4.489859566E-2
9.657062290E1	-2.443460971E-1	-5.100724846E-2	-3.680463135E-2
9.658062290E1	-2.090686262E-1	-4.627304152E-2	-2.977968007E-2
9.659062290E1	-1.809688359E-1	-4.398229718E-2	-2.153299935E-2
9.660062290E1	-1.492038369E-1	-3.436116874E-2	-1.328631863E-2
9.661062290E1	-1.151480973E-1	-1.878410578E-2	-5.039638374E-3
9.662062290E1	-8.338310570E-2	-2.015855350E-2	3.207042580E-3
9.663062290E1	-4.810563847E-2	-1.053742506E-2	9.010262787E-3
9.664062290E1	-1.389718428E-2	6.414085161E-3	1.725694351E-2
9.665062290E1	1.527163107E-2	8.704829961E-3	2.306016348E-2
9.666062290E1	4.948008433E-2	1.099557430E-2	3.252857551E-2
9.667062290E1	8.124507964E-2	2.794708498E-2	3.955352306E-2
9.668062290E1	1.140790880E-1	3.145955876E-2	4.657847434E-2
9.669062290E1	1.493565589E-1	3.497203439E-2	5.360342562E-2
9.670062290E1	1.847867370E-1	4.688390717E-2	5.940664560E-2
9.671062290E1	2.090686262E-1	5.421429127E-2	6.398813426E-2
9.672062290E1	2.420553565E-1	5.406157300E-2	7.223481685E-2
9.673062290E1	2.736676335E-1	6.123924255E-2	7.681630552E-2
9.674062290E1	3.054326177E-1	7.437284291E-2	8.017606288E-2
9.675062290E1	3.382666409E-1	7.666359097E-2	8.720101416E-2
9.676062290E1	3.688098788E-1	8.261952549E-2	9.300423414E-2
9.677062290E1	3.967569768E-1	9.346238524E-2	9.636399150E-2
9.678062290E1	4.247040749E-1	9.834930301E-2	9.987647086E-2
9.679062290E1	4.491386712E-1	9.697485715E-2	1.044579595E-1
9.680062290E1	4.758640230E-1	1.029307917E-1	1.067487001E-1
9.681062290E1	5.027421117E-1	1.113301888E-1	1.101084575E-1
9.682062290E1	5.306891799E-1	1.099557430E-1	1.134682223E-1
9.683062290E1	5.502368808E-1	1.136209369E-1	1.145372316E-1
9.684062290E1	5.708535910E-1	1.195768714E-1	1.168279797E-1
9.685062290E1	5.904012322E-1	1.159116775E-1	1.178969890E-1
9.686062290E1	6.110179424E-1	1.194241568E-1	1.200350225E-1
9.687062290E1	6.281222105E-1	1.253800988E-1	1.211040318E-1
9.688062290E1	6.487388611E-1	1.266018152E-1	1.209513173E-1
9.689062290E1	6.621779203E-1	1.264491081E-1	1.207986027E-1
9.690062290E1	6.742424965E-1	1.288925707E-1	1.182024255E-1
9.691062290E1	6.840163469E-1	1.276708394E-1	1.182024255E-1
9.692062290E1	6.925684810E-1	1.264491081E-1	1.168279797E-1
9.693062290E1	7.058547735E-1	1.299615800E-1	1.166752651E-1
9.694062290E1	7.131851912E-1	1.299615800E-1	1.142318025E-1
9.695062290E1	7.217372656E-1	1.299615800E-1	1.130100712E-1
9.696062290E1	7.252497673E-1	1.287398487E-1	1.116356254E-1
9.697062290E1	7.240280509E-1	1.287398487E-1	1.079704314E-1
9.698062290E1	7.264714837E-1	1.250746548E-1	1.018617824E-1
9.699062290E1	7.264714837E-1	1.275181174E-1	1.006400511E-1
9.700062290E1	7.276932001E-1	1.262963861E-1	9.697485715E-2
9.701062290E1	7.238753438E-1	1.238529310E-1	9.330966324E-2
9.702062290E1	7.177666426E-1	1.226311997E-1	8.979719132E-2
9.703062290E1	7.079927921E-1	1.238529310E-1	8.506298810E-2
9.704062290E1	6.982190013E-1	1.130100712E-1	8.261952549E-2
9.705062290E1	6.884451509E-1	1.117883399E-1	7.788532227E-2
9.706062290E1	6.763805151E-1	1.227839142E-1	7.437284291E-2
9.707062290E1	6.617197990E-1	1.253800988E-1	6.826419383E-2
9.708062290E1	6.446155310E-1	1.107193232E-1	6.490442902E-2
9.709062290E1	6.250678897E-1	1.023199260E-1	6.383541971E-2
9.710062290E1	6.020076871E-1	1.061378345E-1	6.154467165E-2
9.711062290E1	5.812382698E-1	1.012509167E-1	5.558873713E-2
9.712062290E1	5.630650520E-1	9.651670605E-2	5.345070735E-2
9.713062290E1	5.471825600E-1	9.162978828E-2	4.993823543E-2
9.714062290E1	5.239696503E-1	9.300423414E-2	4.398229718E-2
9.715062290E1	4.984660447E-1	9.193521738E-2	4.428773001E-2
9.716062290E1	4.668537676E-1	7.742717117E-2	4.214970022E-2
9.717062290E1	4.399756789E-1	7.269296050E-2	3.985895589E-2
9.718062290E1	4.071416855E-1	7.406741381E-2	3.894266114E-2
9.719062290E1	3.865249753E-1	7.040221989E-2	3.420845419E-2
9.720062290E1	3.584251702E-1	6.078109145E-2	3.207042441E-2
9.721062290E1	3.316998184E-1	6.215553731E-2	3.115412779E-2
9.722062290E1	3.049744666E-1	5.742133409E-2	3.008511290E-2
9.723062290E1	2.732094824E-1	4.535674304E-2	2.916881628E-2
9.724062290E1	2.342668176E-1	4.062253982E-2	2.596177347E-2
9.725062290E1	2.038762718E-1	4.321871698E-2	2.504547499E-2
9.726062290E1	1.734857261E-1	3.115412779E-2	2.535090782E-2
9.727062290E1	1.418734491E-1	2.031126991E-2	2.306016348E-2
9.728062290E1	1.078177169E-1	2.290744707E-2	2.351831272E-2
9.729062290E1	7.849618047E-2	1.450804994E-2	2.122756653E-2
9.730062290E1	4.444044828E-2	4.886921961E-3	1.786780916E-2
9.731062290E1	1.649336144E-2	3.817907767E-3	1.695151068E-2
9.732062290E1	-2.000583708E-2	2.748893574E-3	1.603521220E-2
9.733062290E1	-5.406157300E-2	-1.298088674E-2	1.511891466E-2
9.734062290E1	-9.056077152E-2	-2.000583708E-2	1.435533352E-2
9.735062290E1	-1.235474944E-1	-1.389718428E-2	9.773843922E-3
9.736062290E1	-1.539380401E-1	-2.840523422E-2	7.635815535E-3
9.737062290E1	-1.795943826E-1	-3.680463135E-2	4.123340361E-3
9.738062290E1	-2.099849284E-1	-3.176499158E-2	1.985311974E-3
9.739062290E1	-2.464841306E-1	-4.138612002E-2	-1.374446787E-3
9.740062290E1	-2.793181241E-1	-5.329799280E-2	-5.955935922E-3
9.741062290E1	-3.110831380E-1	-5.085453019E-2	-1.175915636E-2
9.742062290E1	-3.414736688E-1	-5.803219974E-2	-1.634064503E-2
9.743062290E1	-3.610213697E-1	-6.765332818E-2	-2.107485011E-2
9.744062290E1	-3.877467215E-1	-6.750060618E-2	-2.565634064E-2
9.745062290E1	-4.195117056E-1	-6.734789163E-2	-3.268129006E-2
9.746062290E1	-4.462370574E-1	-7.696902007E-2	-3.848451003E-2
9.747062290E1	-4.731151462E-1	-8.414668590E-2	-4.321871698E-2
9.748062290E1	-4.986187518E-1	-8.292495459E-2	-5.024366826E-2
9.749062290E1	-5.169447064E-1	-8.643743396E-2	-5.619960278E-2
9.750062290E1	-5.377141237E-1	-9.361509979E-2	-6.444628537E-2
9.751062290E1	-5.609270334E-1	-9.483683109E-2	-6.918048859E-2
9.752062290E1	-5.816964507E-1	-9.590584040E-2	-7.757988572E-2
9.753062290E1	-6.023131609E-1	-1.055269688E-1	-8.338310570E-2
9.754062290E1	-6.194173694E-1	-1.079704314E-1	-9.056077152E-2
9.755062290E1	-6.352998614E-1	-1.078177169E-1	-9.407325089E-2
9.756062290E1	-6.511823535E-1	-1.102611795E-1	-1.000291854E-1
9.757062290E1	-6.670648456E-1	-1.174388453E-1	-1.084285825E-1
9.758062290E1	-6.780604124E-1	-1.149953827E-1	-1.133155003E-1
9.759062290E1	-6.914994717E-1	-1.160643995E-1	-1.204931661E-1
9.760062290E1	-6.988298297E-1	-1.258382350E-1	-1.240056455E-1
9.761062290E1	-7.037167549E-1	-1.258382350E-1	-1.276708394E-1
9.762062290E1	-7.110471725E-1	-1.246165112E-1	-1.311833113E-1
9.763062290E1	-7.147123218E-1	-1.305724531E-1	-1.348485053E-1
9.764062290E1	-7.147123218E-1	-1.282816976E-1	-1.397354305E-1
9.765062290E1	-7.147123218E-1	-1.295034289E-1	-1.397354305E-1
9.766062290E1	-7.124215961E-1	-1.330159009E-1	-1.434006095E-1
9.767062290E1	-7.111998796E-1	-1.331686229E-1	-1.434006095E-1
9.768062290E1	-7.087563872E-1	-1.343903542E-1	-1.447750628E-1
9.769062290E1	-7.026477456E-1	-1.319468915E-1	-1.459967941E-1
9.770062290E1	-6.940956116E-1	-1.343903542E-1	-1.447750628E-1
9.771062290E1	-6.808093190E-1	-1.331686229E-1	-1.437060535E-1
9.772062290E1	-6.722571850E-1	-1.333213449E-1	-1.426370293E-1
9.773062290E1	-6.624833345E-1	-1.308778822E-1	-1.389718503E-1
9.774062290E1	-6.514877677E-1	-1.320996135E-1	-1.391245574E-1
9.775062290E1	-6.357579827E-1	-1.273654103E-1	-1.356120855E-1
9.776062290E1	-6.186537743E-1	-1.285871267E-1	-1.320996135E-1
9.777062290E1	-5.991060734E-1	-1.226311997E-1	-1.261436790E-1
9.778062290E1	-5.784893632E-1	-1.166752651E-1	-1.240056455E-1
9.779062290E1	-5.589417219E-1	-1.191187203E-1	-1.192714423E-1
9.780062290E1	-5.381723046E-1	-1.168279797E-1	-1.133155003E-1
9.781062290E1	-5.187773108E-1	-1.094975919E-1	-1.098030284E-1
9.782062290E1	-4.931209683E-1	-1.120937690E-1	-1.039998084E-1
9.783062290E1	-4.674646258E-1	-1.098030284E-1	-9.575312585E-2
9.784062290E1	-4.431827366E-1	-9.773843735E-2	-9.101892263E-2
9.785062290E1	-4.101960063E-1	-8.811730891E-2	-8.277224004E-2
9.786062290E1	-3.833179474E-1	-8.582656831E-2	-7.574728876E-2
9.787062290E1	-3.565925956E-1	-8.827003092E-2	-6.750060618E-2
9.788062290E1	-3.297145069E-1	-7.147123665E-2	-6.154467165E-2
9.789062290E1	-3.028364480E-1	-6.780604273E-2	-5.207626149E-2
9.790062290E1	-2.712241709E-1	-6.551529467E-2	-4.382958263E-2
9.791062290E1	-2.370157093E-1	-5.604688451E-2	-3.558290005E-2
9.792062290E1	-2.089159191E-1	-4.153883830E-2	-2.855795063E-2
9.793062290E1	-1.760819107E-1	-3.924809024E-2	-2.275473066E-2
9.794062290E1	-1.444696337E-1	-3.695734590E-2	-1.328631863E-2
9.795062290E1	-1.127046347E-1	-2.122756653E-2	-6.261368748E-3
9.796062290E1	-8.093964309E-2	-1.527163107E-2	1.985311974E-3
9.797062290E1	-4.199698567E-2	-9.315694682E-3	1.023199316E-2
9.798062290E1	-1.511891466E-2	-9.162978968E-4	1.603521220E-2
9.799062290E1	1.771509275E-2	7.483099122E-3	2.428189293E-2
9.800062290E1	5.070181563E-2	1.221730467E-2	3.130684420E-2
9.801062290E1	8.353582025E-2	1.939497143E-2	3.833179548E-2
9.802062290E1	1.153008118E-1	3.268129006E-2	4.535674304E-2
9.803062290E1	1.505782902E-1	3.497203439E-2	5.238169432E-2
9.804062290E1	1.798998117E-1	3.970624134E-2	5.818491429E-2
9.805062290E1	2.078468949E-1	5.299255997E-2	6.520986557E-2
9.806062290E1	2.420553565E-1	5.772676691E-2	6.979135424E-2
9.807062290E1	2.748893499E-1	6.246097013E-2	7.559457421E-2
9.808062290E1	3.017674387E-1	7.452555746E-2	8.017606288E-2
9.809062290E1	3.358231783E-1	8.032877743E-2	8.720101416E-2
9.810062290E1	3.602577746E-1	8.032877743E-2	9.071348608E-2
9.811062290E1	3.906483352E-1	8.750644326E-2	9.407325089E-2
9.812062290E1	4.175263941E-1	9.712757170E-2	9.743300825E-2
9.813062290E1	4.442517459E-1	9.697485715E-2	1.021672115E-1
9.814062290E1	4.721988440E-1	1.004873365E-1	1.067487001E-1
9.815062290E1	4.966334403E-1	1.052215397E-1	1.101084575E-1
9.816062290E1	5.160284042E-1	1.076650023E-1	1.099557430E-1
9.817062290E1	5.416847467E-1	1.136209369E-1	1.122464910E-1
9.818062290E1	5.635231733E-1	1.134682223E-1	1.156062484E-1
9.819062290E1	5.855143666E-1	1.159116775E-1	1.166752651E-1
9.820062290E1	6.049093008E-1	1.206458881E-1	1.177442744E-1
9.821062290E1	6.207917929E-1	1.206458881E-1	1.175915599E-1
9.822062290E1	6.352998614E-1	1.241583601E-1	1.186605766E-1
9.823062290E1	6.524040699E-1	1.241583601E-1	1.185078546E-1
9.824062290E1	6.621779203E-1	1.252273768E-1	1.159116775E-1
9.825062290E1	6.754642725E-1	1.252273768E-1	1.157589629E-1
9.826062290E1	6.840163469E-1	1.252273768E-1	1.157589629E-1
9.827062290E1	6.973026991E-1	1.275181174E-1	1.131627858E-1
9.828062290E1	6.997461319E-1	1.275181174E-1	1.119410545E-1
9.829062290E1	7.082982659E-1	1.262963861E-1	1.105666086E-1
9.830062290E1	7.107416987E-1	1.275181174E-1	1.069014147E-1
9.831062290E1	7.142542005E-1	1.275181174E-1	1.044579595E-1
9.832062290E1	7.166976333E-1	1.238529310E-1	1.007927656E-1
9.833062290E1	7.154759169E-1	1.250746548E-1	9.712757170E-2
9.834062290E1	7.142542005E-1	1.262963861E-1	9.468411654E-2
9.835062290E1	7.130324841E-1	1.238529310E-1	8.979719132E-2
9.836062290E1	7.044803500E-1	1.201877370E-1	8.750644326E-2
9.837062290E1	6.947064996E-1	1.191187203E-1	8.261952549E-2
9.838062290E1	6.861543655E-1	1.142318025E-1	7.910704613E-2
9.839062290E1	6.763805151E-1	1.093448773E-1	7.666359097E-2
9.840062290E1	6.666067243E-1	1.168279797E-1	7.315111160E-2
9.841062290E1	6.495024562E-1	1.241583601E-1	6.597344577E-2
9.842062290E1	6.311765313E-1	1.072068512E-1	6.246097013E-2
9.843062290E1	6.105598211E-1	1.000291854E-1	6.032294407E-2
9.844062290E1	5.922338367E-1	1.012509167E-1	5.803219974E-2
9.845062290E1	5.679519773E-1	9.896016866E-2	5.329799280E-2
9.846062290E1	5.545129180E-1	1.001819000E-1	5.222897977E-2
9.847062290E1	5.349652171E-1	8.933904022E-2	4.749477282E-2
9.848062290E1	5.119050741E-1	8.949175477E-2	4.535674304E-2
9.849062290E1	4.838052690E-1	9.071348608E-2	4.062253982E-2
9.850062290E1	4.595233798E-1	8.109235764E-2	3.848451003E-2
9.851062290E1	4.326453209E-1	6.658431143E-2	3.878994286E-2
9.852062290E1	4.059199691E-1	6.795875728E-2	3.649919853E-2
9.853062290E1	3.779728711E-1	7.299839705E-2	3.436116874E-2
9.854062290E1	3.498730659E-1	5.971207842E-2	3.100141138E-2
9.855062290E1	3.231477141E-1	5.726861581E-2	2.993239649E-2
9.856062290E1	2.952006161E-1	5.864306539E-2	2.901609987E-2
9.857062290E1	2.648100853E-1	4.780020565E-2	2.809980139E-2
9.858062290E1	2.367102802E-1	3.817907721E-2	2.596177347E-2
9.859062290E1	2.002110779E-1	3.711006418E-2	2.382374369E-2
9.860062290E1	1.661553532E-1	3.359758854E-2	2.290744707E-2
9.861062290E1	1.369865239E-1	2.153299935E-2	2.076941915E-2
