"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
2.707062290E1	1.684613585E0	2.973386645E-1	3.358231783E-1
2.708062290E1	1.695456505E0	2.924517393E-1	3.283400834E-1
2.709062290E1	1.703855872E0	2.814561725E-1	3.197879493E-1
2.710062290E1	1.709964514E0	2.716823220E-1	3.161227703E-1
2.711062290E1	1.713477015E0	2.667953968E-1	3.049744666E-1
2.712062290E1	1.708437324E0	2.619084716E-1	2.941316068E-1
2.713062290E1	1.701107025E0	2.596177161E-1	2.855795026E-1
2.714062290E1	1.682780981E0	2.620611787E-1	2.761110961E-1
2.715062290E1	1.652237773E0	2.548835278E-1	2.640464902E-1
2.716062290E1	1.611920714E0	2.393064648E-1	2.461786866E-1
2.717062290E1	1.574199796E0	2.309070677E-1	2.318233550E-1
2.718062290E1	1.533882618E0	2.286163121E-1	2.200642079E-1
2.719062290E1	1.504713774E0	2.226603776E-1	2.118175179E-1
2.720062290E1	1.469283581E0	2.142609805E-1	2.035708427E-1
2.721062290E1	1.425454021E0	2.047925740E-1	1.905899495E-1
2.722062290E1	1.373072386E0	2.049452960E-1	1.800525337E-1
2.723062290E1	1.321912408E0	2.015855312E-1	1.707368344E-1
2.724062290E1	1.271821499E0	1.895209402E-1	1.577559561E-1
2.725062290E1	1.230435371E0	1.776090711E-1	1.521054506E-1
2.726062290E1	1.180497050E0	1.716531366E-1	1.427897513E-1
2.727062290E1	1.125671983E0	1.646281779E-1	1.346957833E-1
2.728062290E1	1.064890862E0	1.563815027E-1	1.291979998E-1
2.729062290E1	9.990701079E-1	1.420261711E-1	1.224784851E-1
2.730062290E1	9.356928468E-1	1.301143020E-1	1.120937690E-1
2.731062290E1	8.833111525E-1	1.206458881E-1	1.076650023E-1
2.732062290E1	8.225300312E-1	1.111774743E-1	1.009454802E-1
2.733062290E1	7.615962625E-1	1.088867337E-1	9.789115191E-2
2.734062290E1	6.983717084E-1	9.941831976E-2	9.483683109E-2
2.735062290E1	6.337726712E-1	8.261952549E-2	8.933904022E-2
2.736062290E1	5.656611919E-1	6.963863969E-2	8.261952549E-2
2.737062290E1	5.059491396E-1	6.123924255E-2	7.956519723E-2
2.738062290E1	4.329507351E-1	5.803219974E-2	7.406741381E-2
2.739062290E1	3.623957932E-1	4.612032697E-2	7.101308554E-2
2.740062290E1	2.906191349E-1	2.932153270E-2	6.688974798E-2
2.741062290E1	2.199114859E-1	1.863138936E-2	6.017022580E-2
2.742062290E1	1.493565589E-1	1.527163107E-2	5.482515693E-2
2.743062290E1	8.857546002E-2	7.024950348E-3	5.161811411E-2
2.744062290E1	1.664607786E-2	-2.443460980E-3	4.627304152E-2
2.745062290E1	-5.757404864E-2	-1.664607786E-2	4.077525437E-2
2.746062290E1	-1.330159009E-1	-2.611448988E-2	3.420845419E-2
2.747062290E1	-2.060143054E-1	-3.191770986E-2	2.626720630E-2
2.748062290E1	-2.779437006E-1	-4.382958263E-2	1.725694351E-2
2.749062290E1	-3.327688277E-1	-5.574145541E-2	1.160643995E-2
2.750062290E1	-4.045455158E-1	-6.643159688E-2	3.817907767E-3
2.751062290E1	-4.728097022E-1	-6.979135424E-2	-6.566801574E-3
2.752062290E1	-5.421429276E-1	-8.032877743E-2	-1.939497143E-2
2.753062290E1	-6.104071140E-1	-8.857546002E-2	-3.207042441E-2
2.754062290E1	-6.798930168E-1	-9.926560521E-2	-4.489859566E-2
2.755062290E1	-7.286095023E-1	-1.039998084E-1	-5.665775016E-2
2.756062290E1	-7.944302559E-1	-1.122464910E-1	-7.315111160E-2
2.757062290E1	-8.565858006E-1	-1.143845171E-1	-9.086620808E-2
2.758062290E1	-9.162978530E-1	-1.238529310E-1	-1.073595658E-1
2.759062290E1	-9.784533978E-1	-1.308778822E-1	-1.238529310E-1
2.760062290E1	-1.035874724E0	-1.379028261E-1	-1.417207420E-1
2.761062290E1	-1.083369493E0	-1.426370293E-1	-1.583668143E-1
2.762062290E1	-1.139569163E0	-1.496619880E-1	-1.773036420E-1
2.763062290E1	-1.190729022E0	-1.554652005E-1	-1.939497143E-1
2.764062290E1	-1.239598274E0	-1.589776874E-1	-2.130392492E-1
2.765062290E1	-1.288314819E0	-1.708895564E-1	-2.296853364E-1
2.766062290E1	-1.338405728E0	-1.756237596E-1	-2.487748712E-1
2.767062290E1	-1.375057697E0	-1.840231568E-1	-2.654209435E-1
2.768062290E1	-1.420109034E0	-1.898263693E-1	-2.808452845E-1
2.769062290E1	-1.459204316E0	-1.994474977E-1	-2.976440787E-1
2.770062290E1	-1.499521494E0	-2.113593817E-1	-3.118467033E-1
2.771062290E1	-1.534951687E0	-2.185370475E-1	-3.286454976E-1
2.772062290E1	-1.565494895E0	-2.281581759E-1	-3.442225754E-1
2.773062290E1	-1.591151237E0	-2.390010208E-1	-3.538436890E-1
2.774062290E1	-1.620472789E0	-2.498438805E-1	-3.657555580E-1
2.775062290E1	-1.645976424E0	-2.570215464E-1	-3.752239645E-1
2.776062290E1	-1.668120265E0	-2.666426897E-1	-3.872885704E-1
2.777062290E1	-1.684002757E0	-2.800817192E-1	-3.981314301E-1
2.778062290E1	-1.686598897E0	-3.019201458E-1	-4.028656185E-1
2.779062290E1	-1.682933807E0	-2.970332205E-1	-4.066835344E-1
2.780062290E1	-1.676825047E0	-3.031418920E-1	-4.079052806E-1
2.781062290E1	-1.657430172E0	-3.178026378E-1	-4.092797041E-1
2.782062290E1	-1.645365596E0	-3.252857327E-1	-4.106541574E-1
2.783062290E1	-1.630704761E0	-3.130684495E-1	-4.083634019E-1
2.784062290E1	-1.611309767E0	-3.338378668E-1	-4.036292136E-1
2.785062290E1	-1.587027907E0	-3.559817076E-1	-4.002694488E-1
2.786062290E1	-1.554041147E0	-3.584251702E-1	-3.932445049E-1
2.787062290E1	-1.511433363E0	-3.501785100E-1	-3.825543523E-1
2.788062290E1	-1.465160251E0	-3.637702465E-1	-3.720169365E-1
2.789062290E1	-1.414000273E0	-3.553708494E-1	-3.602577746E-1
2.790062290E1	-1.354135513E0	-3.326161206E-1	-3.474296033E-1
2.791062290E1	-1.310305953E0	-3.400992155E-1	-3.344487250E-1
2.792062290E1	-1.261589408E0	-3.512475193E-1	-3.190243840E-1
2.793062290E1	-1.211651206E0	-3.332269788E-1	-3.036000133E-1
2.794062290E1	-1.154229879E0	-3.176499307E-1	-2.907718420E-1
2.795062290E1	-1.096961260E0	-3.214678466E-1	-2.716823220E-1
2.796062290E1	-1.031140566E0	-3.071125150E-1	-2.527455091E-1
2.797062290E1	-9.822713137E-1	-2.927571833E-1	-2.350303978E-1
2.798062290E1	-9.164505601E-1	-2.784018219E-1	-2.160935849E-1
2.799062290E1	-8.567385077E-1	-2.701551616E-1	-1.994474977E-1
2.800062290E1	-7.932085395E-1	-2.557998300E-1	-1.792889535E-1
2.801062290E1	-7.310529947E-1	-2.353358418E-1	-1.591303945E-1
2.802062290E1	-6.626361012E-1	-2.138028294E-1	-1.379028261E-1
2.803062290E1	-5.943718553E-1	-1.957823038E-1	-1.153008118E-1
2.804062290E1	-5.406157374E-1	-1.789835095E-1	-9.865473956E-2
2.805062290E1	-4.711298347E-1	-1.560760736E-1	-7.987063378E-2
2.806062290E1	-4.040873647E-1	-1.333213449E-1	-5.971207842E-2
2.807062290E1	-3.368921876E-1	-1.055269688E-1	-3.955352306E-2
2.808062290E1	-2.674062550E-1	-8.765916526E-2	-1.817324013E-2
2.809062290E1	-1.966986060E-1	-6.108652428E-2	1.832595794E-3
2.810062290E1	-1.392772794E-1	-3.940080851E-2	1.832595654E-2
2.811062290E1	-6.979135424E-2	-1.298088674E-2	3.726277873E-2
2.812062290E1	7.177666761E-3	2.687807009E-2	5.604688451E-2
2.813062290E1	8.155050874E-2	4.352414981E-2	7.620543987E-2
2.814062290E1	1.437060535E-1	3.848451003E-2	9.269879758E-2
2.815062290E1	2.060143054E-1	9.056077152E-2	1.116356254E-1
2.816062290E1	2.596177161E-1	1.171334088E-1	1.269072592E-1
2.817062290E1	3.339905739E-1	1.009454802E-1	1.482875347E-1
2.818062290E1	4.083634019E-1	1.456913650E-1	1.609629989E-1
2.819062290E1	4.816672504E-1	1.843285859E-1	1.786780804E-1
2.820062290E1	5.461135507E-1	1.670716405E-1	1.962404549E-1
2.821062290E1	6.059783101E-1	1.922698319E-1	2.104430795E-1
2.822062290E1	6.571382880E-1	2.237294018E-1	2.222022265E-1
2.823062290E1	7.266241908E-1	2.344195396E-1	2.360994220E-1
2.824062290E1	7.961101532E-1	2.377792895E-1	2.513710558E-1
2.825062290E1	8.655960560E-1	2.570215464E-1	2.654209435E-1
2.826062290E1	9.228646755E-1	2.774855494E-1	2.770273983E-1
2.827062290E1	9.825767279E-1	2.808452845E-1	2.861903608E-1
2.828062290E1	1.030071497E0	2.794708610E-1	2.955060601E-1
2.829062290E1	1.091005325E0	3.010038435E-1	3.048217595E-1
2.830062290E1	1.153160810E0	3.153591752E-1	3.127630055E-1
2.831062290E1	1.212720275E0	3.090978265E-1	3.231477141E-1
2.832062290E1	1.266323686E0	3.087923825E-1	3.312416673E-1
2.833062290E1	1.316261888E0	3.233004212E-1	3.332269788E-1
2.834062290E1	1.355204582E0	3.243694305E-1	3.376557529E-1
2.835062290E1	1.408655286E0	3.167336285E-1	3.420845270E-1
2.836062290E1	1.457371712E0	3.214678466E-1	3.440698385E-1
2.837062290E1	1.504866481E0	3.236058652E-1	3.460551500E-1
2.838062290E1	1.550986886E0	3.246748745E-1	3.504839242E-1
2.839062290E1	1.588707805E0	3.220787048E-1	3.477350473E-1
2.840062290E1	1.614211440E0	3.110831380E-1	3.462078869E-1
2.841062290E1	1.637271523E0	2.915354371E-1	3.399465084E-1
2.842062290E1	1.653001308E0	2.901609838E-1	3.324634135E-1
2.843062290E1	1.661400795E0	2.816088796E-1	3.275764883E-1
2.844062290E1	1.672243595E0	2.755002379E-1	3.188716471E-1
2.845062290E1	1.678352237E0	2.632829249E-1	3.164281845E-1
2.846062290E1	1.683086514E0	2.571742535E-1	3.065016270E-1
2.847062290E1	1.679268599E0	2.596177161E-1	2.944370508E-1
2.848062290E1	1.675603390E0	2.524400651E-1	2.834414840E-1
2.849062290E1	1.662164330E0	2.573269904E-1	2.738203406E-1
2.850062290E1	1.638951421E0	2.428189367E-1	2.617557645E-1
2.851062290E1	1.597412586E0	2.368630022E-1	2.451096773E-1
2.852062290E1	1.564425945E0	2.333505303E-1	2.331978083E-1
2.853062290E1	1.525330544E0	2.238821089E-1	2.202169150E-1
2.854062290E1	1.491274834E0	2.154827118E-1	2.107485086E-1
2.855062290E1	1.453401089E0	2.058615834E-1	1.963931769E-1
2.856062290E1	1.416901946E0	2.084577680E-1	1.844813079E-1
2.857062290E1	1.374141335E0	2.012801021E-1	1.739438772E-1
2.858062290E1	1.331533551E0	1.942551434E-1	1.658499092E-1
2.859062290E1	1.276708364E0	1.846340150E-1	1.553124934E-1
2.860062290E1	1.219439745E0	1.788308024E-1	1.437060535E-1
2.861062290E1	1.171944976E0	1.705841124E-1	1.356120855E-1
2.862062290E1	1.123228431E0	1.609629989E-1	1.262963861E-1
2.863062290E1	1.068403363E0	1.490511149E-1	1.194241568E-1
2.864062290E1	1.018465042E0	1.455386430E-1	1.113301888E-1
2.865062290E1	9.526443481E-1	1.385136992E-1	1.046106741E-1
2.866062290E1	8.894197941E-1	1.266018152E-1	9.666942805E-2
2.867062290E1	8.260425329E-1	1.087340117E-1	9.117163718E-2
2.868062290E1	7.626652718E-1	1.004873365E-1	8.567385375E-2
2.869062290E1	7.006624341E-1	9.941831976E-2	8.017606288E-2
2.870062290E1	6.531676650E-1	9.239336848E-2	7.696902007E-2
2.871062290E1	5.874996781E-1	7.925976813E-2	7.147123665E-2
2.872062290E1	5.204572082E-1	6.490442902E-2	6.597344577E-2
2.873062290E1	4.486805201E-1	5.665775016E-2	6.169738993E-2
2.874062290E1	3.781255782E-1	4.718934000E-2	5.635231733E-2
2.875062290E1	3.063489199E-1	3.909537569E-2	5.451972410E-2
2.876062290E1	2.478585690E-1	2.825251780E-2	5.024366826E-2
2.877062290E1	1.760819107E-1	1.649336144E-2	4.352414981E-2
2.878062290E1	1.053742543E-1	8.246680722E-3	3.802636266E-2
2.879062290E1	3.359758854E-2	0.000000000E0	3.268129006E-2
2.880062290E1	-3.329215571E-2	-7.024950348E-3	2.840523422E-2
2.881062290E1	-1.062905490E-1	-2.138028294E-2	2.412917651E-2
2.882062290E1	-1.660026312E-1	-2.840523422E-2	1.618792862E-2
2.883062290E1	-2.390010208E-1	-4.031710699E-2	9.621127509E-3
2.884062290E1	-3.133738637E-1	-5.085453019E-2	1.679879380E-3
2.885062290E1	-3.802636266E-1	-5.910121277E-2	-6.261368748E-3
2.886062290E1	-4.460843503E-1	-6.856962293E-2	-1.420261711E-2
2.887062290E1	-5.119050741E-1	-7.803803682E-2	-2.580905706E-2
2.888062290E1	-5.690209866E-1	-8.399397135E-2	-3.497203439E-2
2.889062290E1	-6.360634565E-1	-9.224065393E-2	-4.780020565E-2
2.890062290E1	-7.031059265E-1	-1.027780771E-1	-6.062837690E-2
2.891062290E1	-7.677049041E-1	-1.085812971E-1	-7.467827946E-2
2.892062290E1	-8.274169564E-1	-1.157589629E-1	-9.239336848E-2
2.893062290E1	-8.859072924E-1	-1.252273768E-1	-1.064432710E-1
2.894062290E1	-9.335548282E-1	-1.310305893E-1	-1.194241568E-1
2.895062290E1	-9.932668805E-1	-1.368338168E-1	-1.359175146E-1
2.896062290E1	-1.051757216E0	-1.452332139E-1	-1.537853181E-1
2.897062290E1	-1.104138970E0	-1.522581577E-1	-1.715004146E-1
2.898062290E1	-1.160338521E0	-1.556179225E-1	-1.905899495E-1
2.899062290E1	-1.207833290E0	-1.603521258E-1	-2.072360367E-1
2.900062290E1	-1.245706916E0	-1.675297916E-1	-2.202169150E-1
2.901062290E1	-1.294423461E0	-1.757764816E-1	-2.356412709E-1
2.902062290E1	-1.340849161E0	-1.853975952E-1	-2.535090744E-1
2.903062290E1	-1.386053205E0	-1.924225539E-1	-2.715296149E-1
2.904062290E1	-1.427439332E0	-2.008219510E-1	-2.869539559E-1
2.905062290E1	-1.467756510E0	-2.090686262E-1	-2.999348342E-1
2.906062290E1	-1.493412852E0	-2.151772827E-1	-3.107776940E-1
2.907062290E1	-1.528843045E0	-2.270891517E-1	-3.263547719E-1
2.908062290E1	-1.559386253E0	-2.342668176E-1	-3.382666409E-1
2.909062290E1	-1.588707805E0	-2.475531399E-1	-3.501785100E-1
2.910062290E1	-1.614364147E0	-2.559525371E-1	-3.620903790E-1
2.911062290E1	-1.636355281E0	-2.655736506E-1	-3.704897761E-1
2.912062290E1	-1.652237773E0	-2.716823220E-1	-3.776674271E-1
2.913062290E1	-1.659568191E0	-2.947424948E-1	-3.860668242E-1
2.914062290E1	-1.657277465E0	-2.971859276E-1	-3.897320330E-1
2.915062290E1	-1.649947047E0	-2.935207486E-1	-3.923282027E-1
2.916062290E1	-1.635438919E0	-3.142901659E-1	-3.900374472E-1
2.917062290E1	-1.619709253E0	-3.252857327E-1	-3.938553631E-1
2.918062290E1	-1.612378836E0	-3.119994104E-1	-3.938553631E-1
2.919062290E1	-1.595274568E0	-3.132211566E-1	-3.903428912E-1
2.920062290E1	-1.569770932E0	-3.449861407E-1	-3.845396638E-1
2.921062290E1	-1.538158655E0	-3.536909819E-1	-3.762930036E-1
2.922062290E1	-1.496619821E0	-3.356704414E-1	-3.692680299E-1
2.923062290E1	-1.449125051E0	-3.504839242E-1	-3.575088978E-1
2.924062290E1	-1.405295491E0	-3.567453027E-1	-3.445279896E-1
2.925062290E1	-1.363909364E0	-3.361285925E-1	-3.364340365E-1
2.926062290E1	-1.306488037E0	-3.242167234E-1	-3.222314119E-1
2.927062290E1	-1.253037333E0	-3.414736688E-1	-3.069597781E-1
2.928062290E1	-1.204168081E0	-3.320052624E-1	-2.927571833E-1
2.929062290E1	-1.150564671E0	-3.090978265E-1	-2.773328125E-1
2.930062290E1	-1.094517827E0	-3.116939962E-1	-2.619084716E-1
2.931062290E1	-1.045648575E0	-3.058907688E-1	-2.466368377E-1
2.932062290E1	-9.822713137E-1	-2.854267955E-1	-2.252565622E-1
2.933062290E1	-9.211847782E-1	-2.747366428E-1	-2.061670274E-1
2.934062290E1	-8.590292335E-1	-2.640464902E-1	-1.884519309E-1
2.935062290E1	-7.944302559E-1	-2.484694421E-1	-1.707368344E-1
2.936062290E1	-7.345654368E-1	-2.267837226E-1	-1.493565589E-1
2.937062290E1	-6.856962442E-1	-2.173153162E-1	-1.314887404E-1
2.938062290E1	-6.186537743E-1	-1.956295967E-1	-1.113301888E-1
2.939062290E1	-5.491678715E-1	-1.753183305E-1	-9.254608303E-2
2.940062290E1	-4.819726646E-1	-1.524108797E-1	-7.238753140E-2
2.941062290E1	-4.137084782E-1	-1.308778822E-1	-5.467243865E-2
2.942062290E1	-3.466660380E-1	-1.055269688E-1	-3.466660157E-2
2.943062290E1	-2.916881442E-1	-8.994990587E-2	-1.557706390E-2
2.944062290E1	-2.209804952E-1	-6.352998316E-2	2.138028387E-3
2.945062290E1	-1.539380401E-1	-4.428773001E-2	1.970040426E-2
2.946062290E1	-8.552113175E-2	-1.771509275E-2	3.863722831E-2
2.947062290E1	-1.359175146E-2	1.114829071E-2	5.757404864E-2
2.948062290E1	5.345070735E-2	2.794708498E-2	7.635815442E-2
2.949062290E1	1.108720452E-1	4.841107130E-2	9.056077152E-2
2.950062290E1	1.791362315E-1	7.360926270E-2	1.081231460E-1
2.951062290E1	2.461786866E-1	9.162978828E-2	1.258382350E-1
2.952062290E1	3.156646192E-1	1.131627858E-1	1.423316002E-1
2.953062290E1	3.853032589E-1	1.409571618E-1	1.600466967E-1
2.954062290E1	4.523457289E-1	1.516472995E-1	1.751656085E-1
2.955062290E1	5.071708560E-1	1.684460938E-1	1.881465018E-1
2.956062290E1	5.717698932E-1	1.875356287E-1	2.034181207E-1
2.957062290E1	6.375905871E-1	2.043344229E-1	2.174680233E-1
2.958062290E1	7.034113407E-1	2.174680233E-1	2.302961946E-1
2.959062290E1	7.692320347E-1	2.354885489E-1	2.431243658E-1
2.960062290E1	8.313875794E-1	2.461786866E-1	2.571742535E-1
2.961062290E1	8.825475574E-1	2.556470931E-1	2.663372457E-1
2.962062290E1	9.434813857E-1	2.675589919E-1	2.756529450E-1
2.963062290E1	1.003193498E0	2.758056521E-1	2.848159075E-1
2.964062290E1	1.064127207E0	2.889392674E-1	2.964223623E-1
2.965062290E1	1.121395826E0	2.936734557E-1	3.045163155E-1
2.966062290E1	1.178511739E0	2.982549667E-1	3.124575615E-1
2.967062290E1	1.224784851E0	3.042109013E-1	3.181080818E-1
2.968062290E1	1.277166486E0	3.075706363E-1	3.213151097E-1
2.969062290E1	1.327104688E0	3.123048544E-1	3.269656301E-1
2.970062290E1	1.375821233E0	3.107776940E-1	3.301726580E-1
2.971062290E1	1.423163295E0	3.094032407E-1	3.321579695E-1
2.972062290E1	1.473101497E0	3.129157126E-1	3.329215646E-1
2.973062290E1	1.507157326E0	3.176499307E-1	3.338378668E-1
2.974062290E1	1.550834179E0	3.136793077E-1	3.321579695E-1
2.975062290E1	1.586111665E0	3.026837409E-1	3.306308091E-1
2.976062290E1	1.607950091E0	2.831360400E-1	3.280346394E-1
2.977062290E1	1.620014668E0	2.817615867E-1	3.193297982E-1
2.978062290E1	1.630857468E0	2.793181241E-1	3.132211566E-1
2.979062290E1	1.640478611E0	2.695443034E-1	3.081815243E-1
2.980062290E1	1.648877978E0	2.622139156E-1	2.982549667E-1
2.981062290E1	1.657430172E0	2.561052442E-1	2.933680415E-1
2.982062290E1	1.654833913E0	2.512183189E-1	2.811507285E-1
2.983062290E1	1.651168704E0	2.475531399E-1	2.703078687E-1
2.984062290E1	1.638798714E0	2.428189367E-1	2.605340183E-1
2.985062290E1	1.620625496E0	2.550362349E-1	2.498438805E-1
2.986062290E1	1.587638736E0	2.417499274E-1	2.354885489E-1
2.987062290E1	1.553430319E0	2.225076705E-1	2.211332172E-1
2.988062290E1	1.514334917E0	2.165517360E-1	2.055561543E-1
2.989062290E1	1.474170566E0	2.228130996E-1	1.950187236E-1
2.990062290E1	1.441183805E0	2.070833147E-1	1.867720485E-1
2.991062290E1	1.414305806E0	1.950187236E-1	1.785253733E-1
2.992062290E1	1.369254470E0	2.012801021E-1	1.629483104E-1
2.993062290E1	1.321759701E0	2.076941878E-1	1.524108797E-1
2.994062290E1	1.269377947E0	1.907426715E-1	1.444696337E-1
2.995062290E1	1.218065262E0	1.690569520E-1	1.363756657E-1
2.996062290E1	1.167058110E0	1.644754708E-1	1.282816976E-1
2.997062290E1	1.127962708E0	1.707368344E-1	1.188132912E-1
2.998062290E1	1.074359298E0	1.588249654E-1	1.133155003E-1
2.999062290E1	1.014799833E0	1.504255682E-1	1.064432710E-1
3.000062290E1	9.489791393E-1	1.409571618E-1	9.972374886E-2
3.001062290E1	8.881980777E-1	1.243110746E-1	9.422596544E-2
3.002062290E1	8.260425329E-1	1.087340117E-1	8.628471941E-2
3.003062290E1	7.773260474E-1	1.039998084E-1	8.185594529E-2
3.004062290E1	7.189884186E-1	1.067487001E-1	7.757988572E-2
3.005062290E1	6.568328738E-1	1.007927656E-1	7.315111160E-2
3.006062290E1	5.922338367E-1	8.048149943E-2	6.887505949E-2
3.007062290E1	5.241223574E-1	6.246097013E-2	6.475171447E-2
3.008062290E1	4.560109079E-1	6.276640296E-2	5.803219974E-2
3.009062290E1	4.011857510E-1	5.451972410E-2	5.482515693E-2
3.010062290E1	3.281873465E-1	4.382958263E-2	5.192354694E-2
3.011062290E1	2.600758672E-1	3.069597855E-2	4.886921868E-2
3.012062290E1	1.893682331E-1	1.756237634E-2	4.337143153E-2
3.013062290E1	1.175915599E-1	1.053742506E-2	3.680463135E-2
3.014062290E1	4.581489414E-2	5.955935922E-3	3.252857551E-2
3.015062290E1	-9.010262787E-3	-4.734205548E-3	2.932153270E-2
3.016062290E1	-7.834346592E-2	-1.786780916E-2	2.519819140E-2
3.017062290E1	-1.488984078E-1	-3.084869497E-2	1.970040426E-2
3.018062290E1	-2.232712507E-1	-3.665191308E-2	1.191187184E-2
3.019062290E1	-2.938261926E-1	-4.612032697E-2	3.970623948E-3
3.020062290E1	-3.620903790E-1	-6.047565863E-2	-2.748893574E-3
3.021062290E1	-4.132503271E-1	-6.994406879E-2	-8.399397135E-3
3.022062290E1	-4.801400900E-1	-7.574728876E-2	-1.863138936E-2
3.023062290E1	-5.484042764E-1	-8.155050874E-2	-3.023782931E-2
3.024062290E1	-6.154467463E-1	-9.101892263E-2	-4.306599870E-2
3.025062290E1	-6.786713004E-1	-1.017090604E-1	-5.467243865E-2
3.026062290E1	-7.420485616E-1	-1.099557430E-1	-6.750060618E-2
3.027062290E1	-7.909177542E-1	-1.159116775E-1	-7.925976813E-2
3.028062290E1	-8.494081497E-1	-1.217148975E-1	-9.575312585E-2
3.029062290E1	-9.091202021E-1	-1.324050426E-1	-1.123992056E-1
3.030062290E1	-9.651671052E-1	-1.369865239E-1	-1.276708394E-1
3.031062290E1	-1.027322650E0	-1.427897513E-1	-1.429424733E-1
3.032062290E1	-1.078635335E0	-1.511891484E-1	-1.620320082E-1
3.033062290E1	-1.132238746E0	-1.557706445E-1	-1.774563491E-1
3.034062290E1	-1.172555804E0	-1.617265791E-1	-1.916589737E-1
3.035062290E1	-1.221272349E0	-1.687515229E-1	-2.070833147E-1
3.036062290E1	-1.268919826E0	-1.759291887E-1	-2.237294018E-1
3.037062290E1	-1.315192819E0	-1.866193265E-1	-2.403754741E-1
3.038062290E1	-1.357953429E0	-1.876883507E-1	-2.582432926E-1
3.039062290E1	-1.398270488E0	-1.973094791E-1	-2.725986242E-1
3.040062290E1	-1.428661108E0	-2.057088763E-1	-2.845104933E-1
3.041062290E1	-1.464091301E0	-2.139555514E-1	-2.976440787E-1
3.042062290E1	-1.499521494E0	-2.247984111E-1	-3.106249869E-1
3.043062290E1	-1.528843045E0	-2.344195396E-1	-3.239113092E-1
3.044062290E1	-1.559386253E0	-2.464841306E-1	-3.370448947E-1
3.045062290E1	-1.583820820E0	-2.561052442E-1	-3.465133011E-1
3.046062290E1	-1.602146864E0	-2.571742535E-1	-3.561344445E-1
3.047062290E1	-1.624137998E0	-2.657263875E-1	-3.631593883E-1
3.048062290E1	-1.630246639E0	-2.863430977E-1	-3.741549551E-1
3.049062290E1	-1.629177570E0	-2.973386645E-1	-3.778201640E-1
3.050062290E1	-1.623068929E0	-2.838996351E-1	-3.778201640E-1
3.051062290E1	-1.611004353E0	-3.022255898E-1	-3.816380501E-1
3.052062290E1	-1.598787069E0	-3.156646192E-1	-3.805690408E-1
3.053062290E1	-1.586722493E0	-3.121521473E-1	-3.819434941E-1
3.054062290E1	-1.570840001E0	-3.036000133E-1	-3.784310222E-1
3.055062290E1	-1.547779799E0	-3.255911767E-1	-3.724750876E-1
3.056062290E1	-1.518610954E0	-3.538436890E-1	-3.666718602E-1
3.057062290E1	-1.481959105E0	-3.295617998E-1	-3.620903790E-1
3.058062290E1	-1.444238186E0	-3.297145069E-1	-3.527746797E-1
3.059062290E1	-1.400408626E0	-3.530801237E-1	-3.371976018E-1
3.060062290E1	-1.351692080E0	-3.362813294E-1	-3.278819323E-1
3.061062290E1	-1.295492411E0	-3.158173263E-1	-3.174972236E-1
3.062062290E1	-1.241889000E0	-3.269656301E-1	-3.008511364E-1
3.063062290E1	-1.191950798E0	-3.320052624E-1	-2.854267955E-1
3.064062290E1	-1.151633739E0	-3.090978265E-1	-2.724458873E-1
3.065062290E1	-1.099251986E0	-2.984076738E-1	-2.582432926E-1
3.066062290E1	-1.038318157E0	-2.985603809E-1	-2.405281961E-1
3.067062290E1	-9.808968902E-1	-2.817615867E-1	-2.203696370E-1
3.068062290E1	-9.175195694E-1	-2.661845386E-1	-2.002110779E-1
3.069062290E1	-8.553640842E-1	-2.554943860E-1	-1.824959964E-1
3.070062290E1	-8.052731156E-1	-2.460259795E-1	-1.695151031E-1
3.071062290E1	-7.443392873E-1	-2.292271852E-1	-1.518000066E-1
3.072062290E1	-6.856962442E-1	-2.099849284E-1	-1.290452778E-1
3.073062290E1	-6.210972667E-1	-1.908953935E-1	-1.088867337E-1
3.074062290E1	-5.526803136E-1	-1.692096740E-1	-8.888089657E-2
3.075062290E1	-4.868595898E-1	-1.536326110E-1	-6.994406879E-2
3.076062290E1	-4.320344329E-1	-1.331686229E-1	-5.574145541E-2
3.077062290E1	-3.636175394E-1	-1.104138941E-1	-3.436116874E-2
3.078062290E1	-3.002402782E-1	-8.994990587E-2	-1.420261711E-2
3.079062290E1	-2.293798923E-1	-6.582073122E-2	3.359758761E-3
3.080062290E1	-1.647808999E-1	-4.184427112E-2	2.351831272E-2
3.081062290E1	-9.407325089E-2	-1.893682219E-2	4.123340547E-2
3.082062290E1	-3.909537569E-2	1.527163084E-3	5.528330430E-2
3.083062290E1	2.916881628E-2	2.550362423E-2	7.299839705E-2
3.084062290E1	9.743300825E-2	4.352414981E-2	9.193521738E-2
3.085062290E1	1.632537395E-1	6.643159688E-2	1.070541367E-1
3.086062290E1	2.316706479E-1	8.674286306E-2	1.259909570E-1
3.087062290E1	2.999348342E-1	1.084285825E-1	1.437060535E-1
3.088062290E1	3.547599912E-1	1.264491081E-1	1.553124934E-1
3.089062290E1	4.242459238E-1	1.456913650E-1	1.705841124E-1
3.090062290E1	4.912883639E-1	1.623374373E-1	1.858557463E-1
3.091062290E1	5.548183322E-1	1.828014255E-1	2.011273801E-1
3.092062290E1	6.169738770E-1	1.910481006E-1	2.151772827E-1
3.093062290E1	6.827946305E-1	2.090686262E-1	2.280054539E-1
